text,nwords,hashed
"Just came back from Night @ The Museum, it was AWESOME. Matty loved it too! Until he heard that Parra lost.  He's gone nuuuts.",24,7575610506533412306
"@NoelMu Isn't Party Down a pretty great show? I hear the finale is fantastic, too, but haven't had time to watch it.  ",22,8944664803496110757
Jolene Cheok is craving for chocolate fudge brownies!  Comfort food helps calm the mind! http://tinyurl.com/l865ue,15,-2751377816694638179
Going to the funeral home to make arrangements for my dad ,11,3173486293778199450
Ugh I feel like shopping but my pockets are extra thin ,11,-5923402146374526095
can't watch rangers winning any longer  going to cheer myself up by trying on my new knickers &amp; extremely extremely pink dress.,22,2945275023700222312
Trying to get my three year old to lay down with me so I can go back to sleep. Haha. I don't think it is going to work ,28,339450826238459341
"Marvellous, I do OCR on all images as attachments in emails looking for spam.. so the bleedin' spammers start using rtf files  #gits",23,-3395003711712415888
"@Karmakimmy7 I don't. I got the stories from other websites  I really want to play, though.",16,-5979256749655395395
TiksHI: grrr same here chores chores n more chores ,9,-7383665532175445529
so you wouldnt know it by looking (   )but i spent the whole day cleaning and now i'm tired... waiting for kenzie to come over.,25,-6009852975034566184
@omgiitsjen who else would I be talking about? have fun at work tonight. I'd visit if I wasn't working until 11 ,21,5063920192822840262
"I'm soooooo hungry  soon as these auditions are over, I'm hitting Bangkok Cafe...",13,2769586530974006648
@paukku I would much rather be playing with the Chickabiddy than working. ,12,-1849327602537243702
FML! got my hair cut...I'm not too proud of it...it's like a shorter version it was to begin with. ,19,5474606885025384557
"So difficult to find a decent, seamless floral pattern for free.  Unless I'm missing something.",15,6155543766870842184
Hurting from surgery! ,3,-7218337769089816854
"First fight is under way, heavyweight bout. Barely anyone here, is boxing dying? ",13,-4794367969521691499
Just saw terminator all the way thru... got into argument w/ bf over nature vs nuture.... no1 won ,18,1100949055097018094
@yayKIMO no my mom took my phone ,7,-6097411378356140632
lmao at them cav fans. sad face ,7,-104024790147042335
Looks like twitter is getting DoSed.  Funny ,7,4389465012728431524
Since when does forrest city card at the door?! Pissed off i drove an hour for nothing.  going home. ,19,5704283558714999006
Neighbor's outdoor party is blasting the most ridic music.  How/when will I ever get any serious work done tonight?! ,19,-595127604700418668
@Ilkee hey sorry  I just got off work been there all day!!  talk to you tomorrow!!!,16,3836616435834731289
cut my cheek with my drink cup ,7,-381980261205851237
Oh sad. My other sis comes home for only a few hours and goes away again ,16,-544878661648568224
"Puttputt is horribly expensive and we are too broke to play.  They want 23 bucks for three people to play through 1 round! boo, that sux",26,4931965723418971667
"Going to yet another party in LA! Worked this morning from 630am till 315pm, slept from 430 to 830. Now I'm off!! And then work at 630am! ",27,6608056410786699263
brooke's leaving soon  listening to love songs.,7,66807236686697620
OMG im watching Beverly Hills Chiuahaha ..OMG crazy making me miss my German Shepard Champ from years ago........awww champ!!!   ,19,2063885689704736788
I am depressed. My iPhone is officially not coming  They asked me to go and collect my advance money back. That too after waiting 4 weeks.,26,-5375290208978399441
@MissJahan kebaby broke my heart a long time ago..... sadly this is a real broken heart ,16,1847172668100876037
@Daniel237 I'm very pink!  It's not nice!  Will be staying in the shade all day I think!,17,-6022882657162449914
Last day before school starts: shitshitshitshitshitshitshit. If only I were @stephenfry then I wouldn't have to study ,17,3082503193305430553
@ellice_x aww noo! this stupid hayfever shouldn't prevent you from enjoying lovely weather!  xx,14,-6487075460668504483
@JackAllTimeLow missed out on tickets to your adelaide show! not happy ,11,528461422501622353
sun burned and extremely frustrated. ,5,2750338519015209383
i'm so full till i feel like throwing up. arrgh hate this feeling ,13,3462251104482047727
@Ms_Andrews @dafreshprincess and I had a train to catch   sorry but we had a blast,15,-290316342967611656
@imjstsayin Thanks honey .. yeah I woke up worse this morning ,11,-3551956566134855798
Ana out of RG...   ,4,-3685285759715976023
Gorgeous outside today... But they're saying chance of rain ,9,292270456111328740
Okay im gonnar go boredd. byeee/ exam tomorrow *dies* ,9,1530737821349697119
i miss formal.  best night ever. &lt;3,7,-5526784275378195126
"is going to watch Darkness. Too bad the first time I saw it, I saw mostly everything except for the first 30 minutes to an hour. ",26,2286004081322637045
@Donniedoll You know I get shy ,6,-4671940345878361656
"Applying some faketan, yes I know its cheating but i've been in the sun for a while and I have no tan ",22,8995244460927984334
"@Dannymcfly hahaa no pressure! Dude, you guys were great, even better than last year's... Now I miss Fortaleza's gig  Love you! Xx",22,-4181725437072273181
has caught the sun. Glorious weather. Bored as now though and hay fever/cold is driving me nuts. ,17,4263487678094326185
"Is back home, working the lobster look... Missing J like mad though ",12,796499629405480012
Mobile isn't working grrrr I thought it was my mum's that was the culprit! text broken up and calls cut out ,21,-1693527645407550275
Guess I can just go tomorrow... ,6,-4370758131683833994
"This is a sad day.     @birdmanesq I just burned cookies. Damnit. They were tube cookies, but I really wanted cookies.",20,1380272050066588842
@PosiPat I'm already there. I wish you were here. ,9,-846017878013330455
my bro went back 2 go 2 work with my uncle ,11,-4793362676447616015
woah!  I'm looking at my new schedule...woah! ,7,3664390759183197456
is having a stomachache ,4,-5670311960954553900
Got a red bathing suit! I am still not skinny enough for a bikini.  http://yfrog.com/5et4mj,15,-3324817681945731601
Aw man I've actual made myself sick by being hooked on nasal spray  my nose and throat are fucked ,19,-7339577589892616684
"Television and internet not working, just got it installed yesterday too. I finally have all these channels but can't watch anything! ",21,4426580375497372226
Worried about dawnald!!! ,3,1931192806490967052
Sad that the sound is so screwed up for the Hills finale.  I don't think I can watch it without Lauren.,21,-4837537994875209153
@ashleytisdale ????? LAME LAME LAME LAME!!!! somethings wrong there. i was rooting for @OfiicialKat ,14,6194280395138270427
I ate too much today...the OB is going to yell at me tomorrow.  ,13,6412807566471044526
"@ZackRabbit I think we lost Doc... and it's my bed time, so I gots ta say g'night now ",18,-5003074912939112208
too early  night xx,4,-6199493487288677791
@TriciaRoxas walang food.  ),4,-5275928379315486246
Writing an essay ,3,-6631106104270186617
cant sleep its already 2:00 am ,6,4556319735303240772
@davidrosam Got it from a new underwear. ,7,6217879604257651089
must do workk! jam packed month ahead ,7,-3896487604512146219
"Everytime i'm watching tennis, i want to go straight to the court and play a match, but i don't have a partner ",22,-5156046383828286813
@MW91  Wish I could enjoy it! Stupid revision.,8,-4541914322903249099
up at 6am bored and restless. been up all night. ,10,-4941952980357938975
Just finnished lunch ... In german now ... Wats the point its not like i am going to go live in germany ... Oh great i have a text too ,30,4428275963471092872
In tears because Prue is dead on Charmed ,8,-7358831863287209331
Mon coeur se brise pour vous... mes chers.  &quot;Air France plane on its way from Brazil to Paris has gone missing&quot;,21,2414517461047881698
@Outofluck182 i know.   and prolly around 4ish today. What time are you gettin your hair did?,16,-242511953143933903
@TheRealJordin totes know how you feel. it sucks ,8,6336938841872358753
@sgilbert6 Of course! We'll make an event out of it. @rybro767 is really going to miss out ,17,567823394251256253
I cant believe Lauren left the hills  i dont think im going to watch it anymore.,16,-1895384179985689112
@LBJsBrownBag June is here but it looks like February ,9,-8030002704483877197
"Today is a great day to take a nap, or curl up with a chick flick...but sadly, I have to work! ",21,-6874360671316646687
@rdornan Do you mean a good &quot;look&quot;? Your tweet was confusing ,11,5514954841563877011
"I need to start on my next article soon. But gawd, I'm tired.  Work's starting to feel kinda draining these days",21,8267362096083950913
I can't hear what this dude is saying right now.  #E3,11,2230583629856094410
"can anyone help? i'm trying to change my backgroung image, and it wont work ",14,-7591459173876607292
@zukipuu it is fail ,4,-2656986110118088910
Ugh I feel like crap ,5,5543874755971532304
"All good Xbox 360 news from E3, but I'm bummed that we have to wait until fall for the NXE updates ",21,6316771096096493126
@linzb http://i44.tinypic.com/259fs51.jpg i dont know but im miserable  - @linzb http://i44.tinypi http://tinyurl.com/mtpbe7,12,3094998487877751842
@anilam18 Shoot I know me too...I missed it by like 5 minutes ,12,-349395552521131146
ugh... my computer refuses to work.  now i'm stuck using other peoples until i get mine figured out ,18,-7862675059009452014
borÃÂ³ka properly hurt my feeling when she said that sheldon would never want to be friends with me because i'd annoy him to death  ,24,-4584041622211013160
@erd10 lol the iPlayer only allows me to listen to Radio! Can't watch tv  Though I do love Arthur ,19,-6261924755264770235
History projects are lammee ,4,-7297295399615944750
"@ericMillegan I would love to ask for a autograph,you play my fav char, but I would hate to make you any busier ",22,-4088962814647264524
@HollywoodIntern aha I can TRYYY! no1 ever listens to me ,10,9094652464672106774
Wishing I could see Randy and Wade tonight... ,8,7125635990400218439
"I'm going back to Cali, have a court room and travel plans, waiting on a Jury selection Tues &quot;Tidal Software aka Cisco subpoena me!&quot; ",24,3353037871652157863
going sleepies without @katieeecook ,4,7760158229727793278
missing baby ,2,4035066452939444977
twitter wont listen to me ,5,3751072874760442721
@janellum  what's wrong?,3,6234737303597098163
should be watching videos for her online class ,8,-5788079748772748868
Home..in bed... Gotta wake early! ,5,2386774106439140796
It sucks that I can't access fb from my job ,10,-7953083494478797697
WOW FML. I hate Algebra 2 sooo much. ITs so fucking hard. I cant finish the study guide!  And I cant turn in my hw tomorrow UGHHHHHHHH,27,-2117437154058967424
@Em_ilyxXx Haha after going to Narrabundah college today I think I wanna go there. Have to get accepted first though  Xxxx,21,2049101203907390322
i want to know why some artists arent available on itunes ,11,-1702693361178888464
Was preparing Economics....hav an xam tomorrow ,6,6022125732943837488
firefox keeps crashing on me... ,5,4861325005301289745
really hate feeling like this  should be happy today the weather is still awesome and yet i feel like shite,20,3440229345295383871
Missing all of my family! My house is empty! ,9,-5259119631552412459
"@HomeBizLiz  just FYI, I changed my twitter button because it STILL wasn't working. I liked my old one better ",19,-7904480378388619858
My head  what happen to people? They're mad without a reason.,11,-6794650192206217933
R.I.P for the Air France Passengers ,6,-333952930971300438
Noooo I don't want quizzes everyday  I think u shuld just give quizzes to whoever stole it!,17,9212985554366665827
Watching Beauty and the Beast! I'm 22 tomorrow and rather gutted about it  reliving my youth through Disney movies! lol xx,21,-8910303103335888805
My life seems so incomplete without my STOLEN iPod. Boo! ,10,5157991659710504032
@caseysong  you remind me of myself,6,51640311416453354
"@lilkup what? I felt bad for Wells already, they didn't have to lose! Ugh... wait, was Heilman involved ",18,4481581109858930433
i have to study ,4,-6529249449443438061
@jiggyt721 u did put my ass back on line! how rude. lmao...and i will b pledgin tomm too  FML thats wut sisters do!,23,-4745962499793357108
"tummy ache   i knew that ice cream was too good to be...well, good.",13,-7385856693396947287
"Pop, block n drop it.. pop, block n drop it..... ITS STUCK IN MY HEAD!  stupidd songgg ",17,-679726302215457727
Going to school in a couple of minuts...  ,8,-6484383681834204571
@grahamkennery not a good week for internet/phone ,7,-2119910228666169224
http://twitpic.com/6io3t - New kitty. Hard to train. She doesn't even know how to use a litter box. ,17,2242278727749590583
@gab_iii They were a HUGE part of my life. They're the reason I know my best friends and the reason I'm even into local bands. ,25,-1271206805248871487
world's a very confused place... everthing on my desk seems confusing ,11,7916043584241726087
@missAJ @dearfashionista @Kiwi_KiKiReeSTL @poohbearsha i need yall to blow my phone up fa real someone stole that shit &amp; i want it back ,23,4499105518425822237
heading into work  i want breakfast!!!!,6,8291956703870216918
back and stomach are killing me from hpe! LOL sore muscles ,11,4664178154827317315
can't bear the heat! ,4,-872938656099701898
is upset cause the blues are losing ,7,-5955056403260347455
"Dear god, make me a bird so I can fly faw faw awayy! Tha thunders scawwwy ",16,-6201967069173421895
@tommcfly look you say &quot;answear it's nothing&quot; but if you will answer me it's will do my day my week even my year! so plzzz  x,26,-6652622436290654665
Peacing out of chicago far too quickly  3 hours and 17 minutes til phoenix!,14,-2617479994660760179
fed up of being forgotten about ,6,-4888988312197232507
had two exams today so i just sat in the sun for hours with my mates on the field inbetween!! three hours to be exact!! i got burnt ,28,-5574285679575647498
Hospital won't operate on him unless a driver is on the premises and they take him home.. What am i gonna do!!?? he has to have the Op.. ,28,2316017753697056138
Grasshopper Caine passed away  David Carradine. Still love Kung Fu re-runs w/my kids - great moral lessons there,18,-8083807150663727000
@mileycyrus Miley Good Luck On Your Tour Have A Good One Wish I Could Go But Its Across The Alantic ,20,5365280740702760003
@TheOneandOnly13 the link isn't working ,5,-5085065980924894502
pritty sure i failed my math finale ,7,2465835782493355723
"if they cancel the paris trip because of freeking swine flu, ima cryyyyyy ",13,2965634059920836408
12 hours power cut - 7 a.m to 7 p.  Man does this suck or what. http://ff.im/3CQs7,17,-8483266775570111900
@RemyBanks I misss you ,4,4207666011229329097
"@nkirchmar Tee hee, only thing I can pass your way is gold/SB+.... wish we could give/trade other stuff too ",19,-6047352753275562779
@thecabodiablo I'm all out of Cabo ,6,709332519764933167
@lillieyiyuan #robotpickuplines #robotputdown I dont mind software incompatibilities. But Insulting my connectors is really low ,15,-1944841858021786217
@ImCirocObama on W. Northrup....but its pretty much all gone  lol,10,1172116853465503412
Sooooooo tired.... it's been a long day.... where's the sun gone ,11,-435600876656668293
@xohtisdale kk thanks. long story..nd a sad one ,8,-3518360074644544691
@wdwdisneyland mission aborted. Decided that he wasn't tired after all ,10,2556914698583926625
Why is no-one here and talking to me?  I'm on a mission clearing my phone files onto my pc so will be up for a while :-S,27,7036345333032277736
@miss_flora I have to work all day next Thursday.    ...You visit?  You can go to happy hour!!,17,7524260622616830813
"Little one is asleep on my bed, not very well at all, I feel so helpless when he's like this  Lotsa snugglehuggs for him today",25,7338491568672684120
missed Ellen EVERY day this week... is contemplating why this is so... ,12,2051998337751050515
@Covergirl1985 i had boatloads of sharpies and i didn't go!!!! sad sad sad sad so very sad. ,17,-7325750852896459000
"&quot;But there are moments when you can't deny what's true, Just an ordinary day like when I met you&quot; 08-26-08 ...Damn I miss you BOYS!! ",25,7910321912500924233
the bunny i saved from the dog....died last night ,9,-6884471501023804807
I'm wearing my uniform on a Saturday ,7,-6855475845160449821
@lovebscott I'm at work. It would be much easier to get through the night if I have my laptop to watch your latest vids ,24,-5432727875854767190
.is feeling that she wants to get out of house; /need's Khaled] ,12,8238338599883285200
For some reason I am unable to post any more tweets ,11,-103090211811149739
what a waste of 42 quid ,6,5191105042631668578
still at garage but finally getting results having spent more money. an expensive morning. ,14,-8029470758357298886
"still trying to fix my blog, been months since i last posted ",12,7055486736590138105
"oh my god, i cant see the sims 3  poor",10,6366696328695858696
@heather_cooper its sooo harddd ,4,-5493669185595381036
@yandle no they dont make it easy... ,7,-285268132844650385
bought ultimate band nd island sports for the Wii 2dai. was goin 2 buy sims3 but didn't ave enough money  hope everyone is well 2dai xx,26,-4456655086675584697
I finally got decent at the Uncharted 2 Beta.  I had a great time playing with @fleshribbon last night.  I enjoyed his grenade in my face ,26,7945291956738882663
Wore my cute carousel horse ring last night &amp; the horse fell off the band. Couldn't find it.  RIP http://tinyurl.com/nutcdh,20,1940949440617057612
 :'( this is so horrible,5,6130928132691634924
Excited about tomorrow!!    woohoo!  I'm a huge dork but whatever.. Will be missing my Shanen   Next year baby!  Hell yeah!! ILY,21,9020777658869259703
"@theknitewhosays Skindred are playing, you fool! And 65DaysofStatic. And its on a beach. Did you survive the op? Haha, I was wasted too  x",24,2681294373984490501
"@gfalcone601 aaaw, I need a Bucks so bad! Why don't we have many here in Brazil?  haha Love you, dudette Xxx",21,-7690271385118098372
"@MinorcanMaven yeah, those are EXPENSIVE though. this might be our last jam for awhile, anyway - he's on trial for a felony in july ",24,6502822714329125361
Were is my love ,4,2967274603101115643
"@mileycyrus btw, can't wait for you to come back to NJ! =] i couldn't get tix last time ",18,-7999333273159665966
"So I have a job..goodbye to unemployment, it was awesome for the past month or so though Its snowing again  damn its supposed to be summer",26,-4221193527524409758
Somebody tlk to me please ,5,2703848925996660531
Watching &quot;Why Did I Get Married?&quot;. Contemplating never getting married... Good thing nobody's asking. ,14,-7708655725746473936
why can't be july 15th already?? ,6,-6350597270569547193
@DavidArchie i much prefer the casual look and im sure you have much more than 40 shirts David! Oh NO...No Alex Rowe ,22,-501899615912553406
wants to find a Command and conquer 3 kanes wrath or Red Alert 3 ladder to play in  somebody find one plz,22,-6608363296925651632
"@kittymac84 iv seen it b4,,, it dont like it     lmao",10,-6655719509358335421
Not a good day for TO teams ,7,-2740655317501755312
djs mean ,2,3598310994182753112
@mileycyrus don't be sad   I'm sure u will be back soon!!,11,7002857820480225910
I feel like shittt my head is dying I cant  sleep cause it hurts too much ,16,-3838941878179871850
watching league of super evil lol im bored what can i say ,12,-4993732118903384280
Dang. Was hoping to get out for a bit myself tonight. Grrrr  At least to the bank!,17,7863255992872849338
omg walmart has flips ...now i just need like $300   now i really need a job,16,-3688623806844791482
@michellebi sorry about your headaches!!!!  Those are NO fun at all!,11,5702370890044826046
hate my job : hate my job  http://tinyurl.com/p4s75n,8,1979891467015060821
@carbonleaf http://twitpic.com/6nydy - You must be tired. ,7,-8161911878649612222
Trying to draw lilacs. Proving to be very difficult ,9,-7579681067608811713
i miss my friends! ,4,6374152474437765329
@AlyssaSellman your pictures aren't working on my phone! ,8,-8311613251789423613
@SeenReading Unexpected trip. I thought I'd see you at the sessions but I went to visit friends in the beaches after. I leave at 6 am. ,26,6138952106138082844
Reached Penang but still missing you very hard... ,8,3195246473576068675
@MichaelinMI It really sucks you even have to consider that   Stupid Granholm!,12,-7311135180088157834
 Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.,13,-4330587087442584302
"@therealsavannah idk  N their mic doesn't work to well apparently. SO, Disneyland!!!",12,1154454138981948403
@michaelomh DITTO ,2,5780770850564662514
"@seanmurphymusic follow me and tweet with me, im so bored. ",10,-4229256412418318085
I'm sick today ,3,1141950519255745910
already miss baby donkey ,4,-3679511121180453462
@quinland   Its HERE!!! ,3,4030279338957780596
@stupotts missing you in HCC liverpool ,6,629591593201964200
"Our only rides home were one at 6 a.m and one at 7 p.m. I effing work at 5 p.m Needless to say, I'm freaking tired ",26,6027424381950490006
@Eric218 [jealous!] I tried to get tickets in Orlando but it sold out too fast ,15,9143593075617117616
@stablesolutions  LOL ! Join the queue! ,6,443044953772390982
"@joaniemaloney woohoo, let's hope it continues! don't feel like working at all tomorrow ",13,-4283685287255995965
says i miss you so badly  http://plurk.com/p/z4396,7,-910582509329673712
@BusTheProducer yea no one was talking to me LOL  ,9,4381467497654131165
First sunday without Triz... ,4,-5928049291439164086
Misses Dirty D   _Going to spend time with Jess and tha family_,12,1726741165710659037
"Facebook 1.6 for bb is so great, but the edge of viettel is shitlike ",14,-8085796422593458693
@girlrokkstarr Noooo... I love YOU more!!! Come to da criizzzzib and change pretty girl's diaper for me! Pleeeeeease ,18,2937428029011751924
@joeymcintyre Also I'm wondering wot a girl has to do for a shout out - feeling invisible    Off to cry!!,20,5281361116380145577
i want to go to the blink 182 concert ,9,-3354641377969252062
"Ahh, another sunday.  Just mowed the lawn...man's job. lol Now on to more exciting tasks...laundry. lol",16,-9164965338100542756
chinese food almost always end up messing my digestive system. i had to have it today because everyone else wanted it ,21,-9145534911259392654
Denny just hang it up you done for today  via http://nascar.com/racebuddy,11,-5677315126597861422
"@LisaShock Make me some, I'm hungry. ",6,8955084248359228882
My moms making me clean my room. How fun ,9,-1193725989797304765
@KatFlap Yeah i kno what you mean. i am at school so i will only be able to go on minimally ,21,5810029710776741722
"@rainydayowls i wish i could say the same... if you had the long night i had last night, ud understand... i'm still sore from it ",25,545624862011196048
My hair is so short! ,5,7931860756224414533
Im watching Lost Boys... I totally love this movie! But its gross outside... It hailed earlier...  &lt;3 Dom,18,5803069430216272841
@prof_ebral wish I could! My iphone won't play flash in safari  Apple r u listening?,15,-496991029211547670
Strawberry peanut butter M and Ms... ewww...  Who thought of that crap!,12,7194703570814359616
@keleigh hey idk if we still gonna watch it at mannys he's still playing bball ,15,-3202825610516978215
"@hollyalyxfinch Well, I'm from South West too &amp; am old enough but found out I wasn't registered too late - totally lame of me - sorry ",26,1105843558781975059
i just finished my new favorite show hana yori dango  I LOVE IT! well theres still the movie left atleast  eeeeeeeeeeee,21,-1641328034017895847
@MZJENNXO I kno! I wanna keep em but I can't ,10,1262848274285921965
"just watched twilight. officially love that movie. i dont feel good tho, im gonna go eat....i wiah i never had to say goodbye to himm &lt;/3 ",26,-5125372641216001099
Hmmm.. tis not fun changing a punctured wheel on a jeep at 1:30am in shorts and a t-shirt on the side of the tallaght bypass ,25,-1058212986941650898
Missing bridezillas  I wanna lay down.,6,3746563549061202895
i wanna talk to her ,5,2724585157557147959
Nap time over! ,3,-695140287958956956
Omnia i8910 Coming this friday. Hope WWDC will not release an Iphone better then the i8910 ,16,8220742597226960447
Fuck you Mr Sandman! FUCK YOU!  - C,8,6653654463290468647
http://twitpic.com/6vsl4 - The best picture i could get of the sunset. Doesnt do it justice. ,15,6290764279856127364
Haha. No i don't Jordon.  i just never got the opportunity Love Moni,13,-3715434799974311446
@TIOTETO I keep forgetting you won't be at AA tomorrow ,10,-5092287612377798879
"@Julie_JuJuBee If I showed up on your door stop, you'd scream and then die of a heart attack. First is fun, the second is not. ",25,6052462159282105973
"@Bad_Mo I know I'm sorry I'm back for good tho, I don't even have your aim anymore ",17,7684246312681035789
Spent time with Mom &amp; one of her friends last Friday evening. I miss home! ,15,6552842805296685894
@instruisto  I'm sorry to hear that..,6,5974072664451750447
Just found out some horrible news about a fellow DFer.   Trying hard not to cry.,15,8748364433531146081
"@marginatasnaily throat..too much drinkys,shouting &amp; laughn over wkend me thinks  xxx",11,-1082749192226252897
puttin down this great book to catch some zzz's! gotta get up early for 1st day of summer school.  &amp; help bro get some classes. whatev!,26,3257296127354944060
@RedDave14 feck! Should have thought of that. Too late now ,10,-1067095439744468033
@hebyo im on my phone and not allowed on computer ,10,-4601940394141261713
"Good morning!! Oh god! Today, I have an exam!!! ",9,-6482924804809444532
but whoops that means less and less money ,8,-2372547298790357197
I miss you! I miss us ,6,-7860397883893016366
@taahliaaa yeah were moving house   its in parkdale..,8,184154285880528275
@Primevalfans oh no!   Do you know if it's official yet? ...or is there still a tiny chance?,17,-9166313258315712249
@Bandrew @huddlesuz - Updated to no  Unfortunately (Brothers Birthday!),9,332314003470499869
"Sigh, i'm never going to win the #squarespace competition, i've got work until 6.....won't even get to check the winners ",20,-1359301190581489318
The first day of the summer without my kids.  ,9,-5119328543537763992
"Good Morning, no results today  However I did get another appt with the surgeon on 24th June. Maybe he'll have answers",21,2146707276675605895
@polalion then who is going to come my house for mahjong!!! ,11,740532148190530308
My car is in critical condition.  I'm hoping it can pull through... ,12,2078608189541465467
"@MauraKellyBlog Oh, I'm sorry!  The people didn't know what they were missing...",12,4128934832862534724
@Keeper21 Yes you have ,4,867637914045741567
The rain has finally come to the lakes ,8,8019780298109388436
i miss my earphones ,4,642670319749089409
is back at the office... ,5,7292405338028294997
@TwiCrackAddict Aww..no fair I guess I can' t vote either ,10,-6940426794024785991
@brutallegend How about you give us back Dio instead? ,9,1590806772058773198
@rodrigomx http://twitpic.com/7h41m - Solidarity from Poland. ,6,-568989901966293438
Packin' up my room and stuff. Probably moving soon ,9,-7757990594299135643
"Wow, this Vista upgrade is seriously sucking. And I don't even think it's Vista's fault, for once. Infinite hardware problems. ",20,8574187480265594499
I feel like a sell out when I drink Vitamin Water. Why should 50 Cent benefit from my thirst. Might as well wear Apple Bottom jeans too. ,27,3274909003152037943
@KissaHasRSD about to go do my chores    but thatss ok. u?,11,-3143396775573259748
@theINNO on my way! In traffic  and sick ughhhh,9,1810602501912006775
Sitting here eating chicken noodle soup. Have to get ready for work in like 15 mins . And now I work tomorrow 9 to 4 ,25,-1073986382976154362
"driving home and stopping at penara breaddd!!!  yupp, sinus infection ",10,-7620156892848805747
is really depressed and worried I won't be able to squat/deadlift for a long time ,15,-7495106587010426731
@Music_Love_9 I AM SOWRY!! Feel better!!! An unwell Stephyy makes a sad Caityy. ,13,7257739303901910257
has hic.cups ,2,-6419052474742370492
@taratomes  frig his party is saturday 8th... gutted!!!! ,8,-4693531956309583581
Molly's hard head just knocked the crap out of my nose! Ow  it probably wouldn't have hurt so bad if my glasses didnt assist in the attack,27,7033118388307207931
"too bad, no vid  Ã¢ÂÂ« http://blip.fm/~8ahzp",6,814546107137145830
"BTW... Damn those Lakers!!! I mean, Couldn't yall hve just let Orlando WIN one more freaking GAME! &gt;&gt;SMH    Always go for the UnderDawg..",23,9147065381028612189
So.tired.so.sore.so.so.so.much.  &lt;celiaelise. &gt;,3,-126145926430430971
i miss you too @brookebelch!! ,5,5391974470674787884
is so so sick right now ,6,-2768521361229957530
Mmmmm...what a great night. 2 bad it has 2 be over... ,11,-4592997168958489727
What up twitter world!  Watching I am a celebrity get me out of here waiting for Dateline!  I hate being sick! ,21,8468362025370149432
@JoannaAngel budddddy that sucks about your car  hope you find it soon. hit me up :] ps - red dragonnnnns!,20,-5625400876485970100
can't believe she missed Russell Brand  No fair. some pplz have all the luck. I'm not one of em. oh well.,21,1248063551178201333
Bad day! ,2,9009966210949631098
@cyberprvideo I'm tired of having the same hair style everyday ,10,3297865950609149828
"@Denpasar Yes, that family's pain is unimaginable. ",7,3009793691447885616
my stupid router is playing up again!!! ,7,9060610725185393721
@chris_slater missed wwe raw ,4,-2772984486309969728
@SarahMcCaskill first cheese cause the pesto  has to be cold. either way works though! sry for my late reply. 7 hours ahead ,22,-6545552022112469571
"last night made a cracking baked tatty, hung out with a pug and watched city of god. Have to walk 2 miles to a post office at lunch ",28,7109137973676993978
couldn't find me with my username on twitter ,8,3475145510609261681
wants my car back from the mechanics ,7,8438847393487682889
at work yay!! ,3,6500354317499871124
us guna get ready for wrk again ,7,-5029778781021412565
I'm freezing in the movie theatre ,6,1286109311064814730
"Gosh man, this weather! IT SUCKS!  I guess it does when u can't sleep anymore, lol",16,-1143555077411057306
"My Mum bought, BOOTS, Laptop, PS3, iPod and blah blah lol but no clothes ",14,7721243821608846361
My body is so sore. ,5,-4287607309566822650
Missing my computer ,3,-7431394665917258877
"@Elsbeth94 im watching the videos lol, its AMAZING.. i cant believe i missed out ",14,-48127562306406419
"@pinkiecharm You're so right.  I only got a highlight powder, and I am returning it today ",16,-5998349942648397545
Watching CSI Miami now! Still prefer my CSI Las Vegas ,10,6567485666063643058
says scul sucks !! boring  (annoyed) (nottalking) http://plurk.com/p/11ekrn,8,-6870501516530701514
lost my HollywoodUnead tickets. The group i basically live for  ugh why me?!,13,-695125261152279260
Going to the doctor. I hate being sick ,8,-4985480726096745960
i'm a little sad ,4,-4381378468973669377
"is bored and his earlier motivation when tired, has gone! ",10,-2123813397386800604
I wish people would believe me when I tell them that Breanna's dog is a lesbian. ,16,-9167792509400624386
"Sad day! Praying for you Kristen, you're in my thoughts! ",10,-1966444102880475363
babe gave me a bruise on my arm and its throbbingggg ,11,-4736150465671917050
@cresh182 I just came to think about it - I wont be able to listen next week  I'll be at ACDC in Amsterdam then !,25,2816397185037406008
@CSI_PrintChick  nooooo.... U were soo excited and looking fwd to it. Damn bitch!,13,-6779456524094824962
@dgranger33 raining all day ,4,6527715322399665386
Its been a long day twitterbabies! My BB died..lol... Pissed... So I cudnt bb msg or tweet all day  I'm bk bt again wrk in the am! So....,28,-8506383394445332465
Think I figured out my Xbox Live auto sign-in problem...but Live is down so I can't test it   Don't really want to broadcast my SSID tho.,26,2553596674297862297
Praying the rain holds off till after my run!!!! ,9,-7499856495144967749
Searching for more tunes for Greeley Grays home game. Next home game is Saturday@635. Laramie game last night cancelled due to rain. ,22,-2054382472092084579
"i never understood, you cant have your cake and eat it too, until just now.... ",15,-827374795697782009
@razedinwhite I still cant get it to minimise into an icon in the task bar ,15,-4542430772549665006
@Hardtarget doh forgot to post in the thread.  Waiting for a call from a friend helping me find a job.  Srry I can't make it ,25,-1700695609309859448
"just ran through a spider web while running up the stairs, freaked out, fell down, gashed my knee open and ripped my favorite jeans ",24,-2996526031501370265
r @jabigabo Its not here yet  Hopefully it will be on the truck tomorrow!,14,2776846543345655856
Goodnight ,1,-5197408920281170390
I'm hyper and I have a headache. ,7,304206067120032048
@LenStorm Wow.  I'm allergic to regular milk.  ,7,2521529233184914543
